DAT,CPI
2021-10-01,4.51882800000000000
2021-11-01,4.83736500000000000
2021-12-01,5.55555500000000000
2022-01-01,5.83756400000000000
2022-02-01,5.04201700000000000
2022-03-01,5.35117100000000000
2022-04-01,6.32806000000000000
2022-05-01,6.96517400000000000
2022-06-01,6.16269500000000000
2022-07-01,5.78175900000000000
2022-08-01,5.85365900000000000
2022-09-01,6.48824000000000000
2022-10-01,6.08486800000000000
2022-11-01,5.40970600000000000
2022-12-01,5.50239200000000000
2023-01-01,6.15507600000000000
2023-02-01,6.16000000000000000
2023-03-01,5.79365100000000000
2023-04-01,5.09005500000000000
2023-05-01,4.41860500000000000
2023-06-01,5.57275500000000000
2023-07-01,7.54426500000000000
2023-08-01,6.91244200000000000
2023-09-01,4.72201100000000000
2023-10-01,4.45283000000000000
2023-11-01,4.98113200000000000
2023-12-01,4.91307600000000000
2024-01-01,4.59337300000000000
2024-02-01,4.89826700000000000
2024-03-01,4.20105000000000000
2024-04-01,3.87481400000000000
2024-05-01,3.86043000000000000
2024-06-01,3.66568900000000000
2024-07-01,2.14745900000000000
2024-08-01,2.44252900000000000
